Gene Symbol,organ
PRB4,
ANKRD63,Brain
CFAP97D1,Male tissue
C17orf105,Male tissue
SBK3,Heart and skeletal muscle
SgK110,Heart and skeletal muscle
CYP21A2,Endocrine tissue
CA21H,Endocrine tissue
CAH1,Endocrine tissue
CPS1,Endocrine tissue
CYP21,Endocrine tissue
CYP21B,Endocrine tissue
P450c21B,Endocrine tissue
PRH1,
Pa,
PSG1,Female tissue
CD66f,Female tissue
PBG1,Female tissue
PSBG1,Female tissue
PSGGA,Female tissue
PPP1R2B,Male tissue
MGC87149,Male tissue
PPP1R2P3,Male tissue
MAGEB6B,Male tissue
MAGEB6P1,Male tissue
TMEM253,GI-tract
C14orf176,GI-tract
C14orf95,GI-tract
NCRNA00220,GI-tract
TEX50,Male tissue
DEFB130A,Male tissue
DEFB-30,Male tissue
DEFB130,Male tissue
DEFB30,Male tissue
DEFB130B,Male tissue
RAB6D,Endocrine tissue
RAB6CL,Endocrine tissue
WTH3DI,Endocrine tissue
NPIPB7,Male tissue
LOC440350,Male tissue
NPIPL1,Male tissue
TRIM49D2,Blood and immune system
TRIM49D2P,Blood and immune system
TRIM49L,Blood and immune system
TRIM49L1,Blood and immune system
TSPY4,Male tissue
HIST1H2BN,Blood and immune system
H2B/d,Blood and immune system
H2BFD,Blood and immune system
POTEB,Male tissue
A26B1,Male tissue
CT104.5,Male tissue
POTE-15,Male tissue
POTE15,Male tissue
PAGE2,Male tissue
CT16.4,Male tissue
GAGEC2,Male tissue
MGC62094,Male tissue
PAGE-2,Male tissue
PRR20E,Male tissue
H2BFS,Blood and immune system
RBMY1A1,Male tissue
RBM1,Male tissue
RBM2,Male tissue
YRRM1,Male tissue
YRRM2,Male tissue
CLDN34,Male tissue
C5orf58,Male tissue
C11orf94,Male tissue
IQCM,Male tissue
APOC2,Liver
SHISA8,Brain
C22orf17,Brain
Orf26,Brain
C19orf81,Male tissue
SMIM27,Blood and immune system
C9orf133,Blood and immune system
TOPORS-AS1,Blood and immune system
RNF148,Male tissue
MGC35222,Male tissue
CXorf51B,Male tissue
AL109810.2,Brain
LCE6A,Skin
C1orf44,Skin
PATE3,Male tissue
HEL-127,Male tissue
PATE-DJ,Male tissue
CT47A3,Male tissue
CT47.3,Male tissue
CT47A1,Male tissue
CT47.1,Male tissue
SLC35G4,Male tissue
AMAC1L1,Male tissue
SLC35G4P,Male tissue
TSPY10,Male tissue
UBE2L5,Male tissue
UBE2L5P,Male tissue
CT47B1,Male tissue
CT47.13,Male tissue
AL354761.1,Skin
CTAGE9,Male tissue
AL391650.1,Eye
C3orf84,Male tissue
C4orf51,Male tissue
BHMG1,Male tissue
HMGDC,Male tissue
OR7E24,Male tissue
HSHT2,Male tissue
OR19-8,Male tissue
OR7E24P,Male tissue
OR7E24Q,Male tissue
TEX51,Male tissue
KIFC1,Blood and immune system
HSET,Blood and immune system
KNSL2,Blood and immune system
GAGE12C,Male tissue
AMY1A,
CT47A5,Male tissue
CT47.5,Male tissue
LRRC37A2,Male tissue
FLJ45049,Male tissue
MPC1L,Male tissue
SLC54A3,Male tissue
ETDA,Male tissue
PAGE2B,Male tissue
CT16.5,Male tissue
AC118470.1,Male tissue
STPG4,Male tissue
C2orf61,Male tissue
FLJ40172,Male tissue
MEIKIN,Male tissue
TLR9,Blood and immune system
CD289,Blood and immune system
PRAMEF11,Male tissue
KRTAP9-2,Skin
KAP9.2,Skin
TEX35,Male tissue
C1orf49,Male tissue
DKFZP564J047,Male tissue
TSC24,Male tissue
AMY2B,Pancreas
AMY2,Pancreas
DWORF,Heart and skeletal muscle
SMKR1,Male tissue
DEFA1B,Blood and immune system
LCE1F,Skin
LEP6,Skin
PNMA2,Brain
MA2,Brain
RGAG2,Brain
LRRD1,Male tissue
IMAGE:4798971,Male tissue
PCDHGC5,Brain
PCDH-GAMMA-C5,Brain
KRTAP4-7,Skin
KAP4.7,Skin
UGT1A9,Kidney
HLUGP4,Kidney
LUGP4,Kidney
UGT1AI,Kidney
KRTAP10-5,Skin
KAP10.5,Skin
KAP18.5,Skin
KRTAP18-5,Skin
OR14A2,Male tissue
OR5AX1,Male tissue
OR5AX1P,Male tissue
AC115220.1,Male tissue
C3orf85,GI-tract
FLJ22763,GI-tract
KRTAP4-16,Pancreas
KAP4A,Pancreas
KRTAP4-16P,Pancreas
KRTAP4P1,Pancreas
SSX2,Male tissue
CT5.2a,Male tissue
HD21,Male tissue
HOM-MEL-40,Male tissue
MGC119055,Male tissue
MGC15364,Male tissue
MGC3884,Male tissue
SSX,Male tissue
CORT,Brain
MGC32686,Brain
KRTAP9-4,Skin
KAP9.4,Skin
AL035460.1,Male tissue
TMEFF1,Brain
C9orf2,Brain
CT120.1,Brain
H7365,Brain
TCP10L,Male tissue
PRED77,Male tissue
PSG2,Female tissue
CEA,Female tissue
PSBG2,Female tissue
PSGGB,Female tissue
CT47A2,Male tissue
CT47.2,Male tissue
RBMY1E,Male tissue
PCDHGC4,Brain
PCDH-GAMMA-C4,Brain
GTF2A1L,Male tissue
ALF,Male tissue
DECR2,Liver
PDCR,Liver
SDR17C1,Liver
CNTF,Brain
HCNTF,Brain
CCDC169,Male tissue
C13orf38,Male tissue
LOC728591,Male tissue
RP11-251J8.1,Male tissue
STRC,Brain
DFNB16,Brain
RBMY1B,Male tissue
ERVW-1,Female tissue
envW,Female tissue
ERVWE1,Female tissue
HERV-7q,Female tissue
HERV-W,Female tissue
HERV-W-ENV,Female tissue
HERVW,Female tissue
MGC22484,Female tissue
PSG13,Female tissue
PSG14,Female tissue
UGT1A3,Liver
UGT1C,Liver
PSG4,Female tissue
VSIG8,
AMY2A,Pancreas
KRTAP10-11,Skin
KAP10.11,Skin
KAP18.11,Skin
KRTAP18-11,Skin
KRTAP18.11,Skin
CFB,Liver
BF,Liver
BFD,Liver
H2-Bf,Liver
OR5V1,Male tissue
hs6M1-21,Male tissue
TUBA4B,Female tissue
FLJ13940,Female tissue
TUBA4,Female tissue
RTL9,Male tissue
KIAA1318,Male tissue
9-Mar,Male tissue
Mart9,Male tissue
RGAG1,Male tissue
SIRH10,Male tissue
SPRR2F,
TMEM225B,Male tissue
AL645922.1,Liver
KRTAP19-7,Skin
KAP19.7,Skin
RBMY1D,Male tissue
CFHR1,Liver
CFHL,Liver
CFHL1,Liver
CFHL1P,Liver
CFHR1P,Liver
FHR1,Liver
H36-1,Liver
H36-2,Liver
HFL1,Liver
HFL2,Liver
UGT1A4,Liver
HUG-BR2,Liver
UGT1D,Liver
ERVFRD-1,Female tissue
envFRD,Female tissue
ERVFRDE1,Female tissue
HERV-FRD,Female tissue
HERV-W/FRD,Female tissue
syncytin-2,Female tissue
KRTAP4-2,Skin
KAP4.2,Skin
RAD21L1,Male tissue
dJ545L17.2,Male tissue
RAD21L,Male tissue
ASPRV1,Skin
FLJ25084,Skin
SASPase,Skin
Taps,Skin
HBB,Blood and immune system
beta-globin,Blood and immune system
CD113t-C,Blood and immune system
CRYBB2,Eye
CCA2,Eye
CRYB2,Eye
CRYB2A,Eye
UBAP1L,Eye
SPTY2D1OS,Male tissue
SPTY2D1-AS1,Male tissue
USP51,Male tissue
INSL3,Male tissue
MGC119818,Male tissue
MGC119819,Male tissue
RLF,Male tissue
RLNL,Male tissue
PCDHAC1,Endocrine tissue
POU5F2,Male tissue
FLJ25680,Male tissue
SPRM-1,Male tissue
AC083902.2,Heart and skeletal muscle
ACTN3,Heart and skeletal muscle
AC187653.1,Male tissue
SMIM31,GI-tract
LINC01207,GI-tract
AP000311.1,Blood and immune system
AC004832.3,Male tissue
FER1L5,Male tissue
DKFZp434I0121,Male tissue
LGALS16,Female tissue
GOLGA8K,Male tissue
TERB1,Male tissue
CCDC79,Male tissue
FLJ35894,Male tissue
YJEFN3,Brain
FLJ44968,Brain
hYjeF_N3-19p13.11,Brain
GIMD1,GI-tract
GYPB,Blood and immune system
CD235b,Blood and immune system
GPB,Blood and immune system
SS,Blood and immune system
TUNAR,Brain
HI-LNC78,Brain
LINC00617,Brain
TUNA,Brain
CCDC169-SOHLH2,Male tissue
C13orf38-SOHLH2,Male tissue
AL672043.1,Male tissue
NT5C1B-RDH14,Male tissue
AC010255.3,Male tissue
RFPL4B,Male tissue
RNF211,Male tissue
MSANTD3-TMEFF1,Brain
C9orf30-TMEFF1,Brain
PRB1,
PM,
PMF,
PMS,
PRB1L,
PRB1M,
SERPINE3,Eye
NACA2,Male tissue
MGC71999,Male tissue
NACAL,Male tissue
PCDHGA10,Brain
PCDH-GAMMA-A10,Brain
INS,Pancreas
IDDM1,Pancreas
IDDM2,Pancreas
CHMP1B,Heart and skeletal muscle
C18orf2,Heart and skeletal muscle
CHMP1.5,Heart and skeletal muscle
Vps46B,Heart and skeletal muscle
EID3,Male tissue
FLJ25832,Male tissue
NSE4B,Male tissue
NSMCE4B,Male tissue
CCDC166,Male tissue
PRR23D1,Male tissue
CCDC179,Male tissue
PRR23D2,Male tissue
NPIPB8,Male tissue
CYP2A6,Liver
CPA6,Liver
CYP2A3,Liver
ASIC5,GI-tract
ACCN5,GI-tract
HINAC,GI-tract
INAC,GI-tract
MTRNR2L1,Blood and immune system
CLEC12B,Male tissue
PGA5,GI-tract
AC026786.1,Endocrine tissue
HP,Liver
AC011604.2,Female tissue
MGAM,GI-tract
MGA,GI-tract
FNTB,Brain
FPTB,Brain
TEX49,Male tissue
LINC00935,Male tissue
MAP1LC3B2,Blood and immune system
ATG8G,Blood and immune system
PRSS58,Male tissue
TRYX3,Male tissue
RNASE12,Male tissue
RAI1,Male tissue
AC005726.1,Brain
C20orf141,Male tissue
dJ860F19.4,Male tissue
RNASE4,Liver
RAB1,Liver
TUBB3,Brain
beta-4,Brain
CFEOM3,Brain
CFEOM3A,Brain
FEOM3,Brain
TSPY1,Male tissue
TSPY,Male tissue
AL163636.2,Liver
SLC35G6,Male tissue
AMAC1L3,Male tissue
TMEM21B,Male tissue
GH1,Endocrine tissue
GH,Endocrine tissue
GH-N,Endocrine tissue
GHN,Endocrine tissue
hGH-N,Endocrine tissue
AL845331.2,Adipose tissue
TGFBR3L,Endocrine tissue
TBC1D3G,Male tissue
C16orf95,Male tissue
TLE7,Male tissue
chico,Male tissue
AC245033.1,Brain
GOLGA8T,Male tissue
MUC22,
PBMUCL1,
AC010325.1,Male tissue
TP53TG3B,Male tissue
TMEM249,Male tissue
C8orfK29,Male tissue
GAN,Skin
GAN1,Skin
KLHL16,Skin
GOLGA6L7,Male tissue
GOLGA6L7P,Male tissue
LY6L,Male tissue
SCRT1,Brain
DKFZp547F072,Brain
ZNF898,Brain
HPR,Liver
GOLGA8S,Male tissue
SMIM36,Eye
C19orf84,Male tissue
AC119396.1,Blood and immune system
MSMB,Male tissue
IGBF,Male tissue
MSP,Male tissue
MSPB,Male tissue
PN44,Male tissue
PRPS,Male tissue
PSP,Male tissue
PSP-94,Male tissue
PSP57,Male tissue
PSP94,Male tissue
GDF2,Liver
BMP-9,Liver
BMP9,Liver
LINC00672,Brain
RHEX,Blood and immune system
C1orf186,Blood and immune system
FLJ16052,Blood and immune system
MYH4,Heart and skeletal muscle
MYH2B,Heart and skeletal muscle
MyHC-2B,Heart and skeletal muscle
MyHC-IIb,Heart and skeletal muscle
GJA5,Female tissue
CX40,Female tissue
AC134669.1,Blood and immune system
RBP3,Eye
D10S64,Eye
D10S65,Eye
D10S66,Eye
RP66,Eye
RBM8A,Blood and immune system
BOV-1A,Blood and immune system
BOV-1B,Blood and immune system
BOV-1C,Blood and immune system
RBM8,Blood and immune system
RBM8B,Blood and immune system
Y14,Blood and immune system
ZNRP,Blood and immune system
MYO15B,GI-tract
MYO15BP,GI-tract
TBC1D29,Male tissue
DKFZP434O047,Male tissue
AC011195.2,Male tissue
LCN6,Male tissue
APOC4,Liver
CGB1,Pancreas
CCDC177,Brain
C14orf162,Brain
PLPL,Brain
MAGEA9B,Male tissue
SSX4,Male tissue
CT5.4,Male tissue
AC010616.1,Blood and immune system
NBPF12,Pancreas
COAS1,Pancreas
KIAA1245,Pancreas
SMIM17,Brain
SSX2B,Male tissue
CT5.2b,Male tissue
CT1.2,Male tissue
MAGEA2A,Male tissue
TEX13A,Male tissue
AC008687.4,Pancreas
ZNF723,Male tissue
ZNF723P,Male tissue
HSFX2,Male tissue
CT45A1,Male tissue
CT45-1,Male tissue
CT45.1,Male tissue
ERVV-2,Female tissue
ENVV2,Female tissue
SPANXN2,Male tissue
CT11.7,Male tissue
SPANX-N2,Male tissue
FAM236B,Male tissue
MTRNR2L12,Blood and immune system
AC010319.2,Eye
CALR3,Male tissue
CRT2,Male tissue
CT93,Male tissue
FLJ25355,Male tissue
MGC26577,Male tissue
CT45A3,Male tissue
CT45-3,Male tissue
CT45-4,Male tissue
CT45.3,Male tissue
CT45.4,Male tissue
CT45A4,Male tissue
NXF2B,Male tissue
bA353J17.1,Male tissue
ERVV-1,Female tissue
ENVV1,Female tissue
FLJ32214,Female tissue
HERV-V1,Female tissue
CT45A10,Male tissue
SSX4B,Male tissue
OTTHUMT00000056510,Male tissue
AC004754.1,GI-tract
AC004233.2,Skin
HEATR9,Male tissue
C17orf66,Male tissue
FLJ32830,Male tissue
C17orf50,Male tissue
HIST2H4A,Blood and immune system
H4/n,Blood and immune system
H4F2,Blood and immune system
H4FN,Blood and immune system
HIST2H4,Blood and immune system
CT45A9,Male tissue
CTAGE15,Male tissue
CTAGE15P,Male tissue
CTAGE6,Male tissue
CTAGE6P,Male tissue
MGC41943,Male tissue
CT45A2,Male tissue
CT45-2,Male tissue
CT45.2,Male tissue
CCL5,Blood and immune system
D17S136E,Blood and immune system
MGC17164,Blood and immune system
RANTES,Blood and immune system
SCYA5,Blood and immune system
SISd,Blood and immune system
TCP228,Blood and immune system
ANKRD34A,Brain
ANKRD34,Brain
AC018709.1,Male tissue
CD24,Kidney
CD24A,Kidney
MUSTN1,Heart and skeletal muscle
Mustang,Heart and skeletal muscle
AC025594.2,Male tissue
RBAK-RBAKDN,Male tissue
AL121845.2,Liver
GRIN2B,Brain
GluN2B,Brain
NMDAR2B,Brain
LYPD4,Male tissue
MGC42718,Male tissue
AC002094.3,Liver
AC092042.3,Male tissue
CT45A7,Male tissue
HIST1H2BM,Blood and immune system
dJ160A22.3,Blood and immune system
H2B/e,Blood and immune system
H2BFE,Blood and immune system
CEACAM20,GI-tract
UNQ9366,GI-tract
GOLGA6L1,Male tissue
HIST1H3G,Blood and immune system
H3/h,Blood and immune system
H3FH,Blood and immune system
H2AFB1,Male tissue
HIST1H3B,Blood and immune system
H3/l,Blood and immune system
H3FL,Blood and immune system
GAGE13,Male tissue
GAGE12A,Male tissue
HIST1H2BE,Blood and immune system
H2B.h,Blood and immune system
H2B/h,Blood and immune system
H2BFH,Blood and immune system
ZNF658,Blood and immune system
DKFZp572C163,Blood and immune system
FLJ32813,Blood and immune system
MGC35232,Blood and immune system
TPTE,Male tissue
CT44,Male tissue
PTEN2,Male tissue
RIMBP3B,Male tissue
HIST1H4F,Blood and immune system
H4,Blood and immune system
H4/c,Blood and immune system
H4FC,Blood and immune system
HIST1H2BO,Blood and immune system
H2B.2,Blood and immune system
H2B/n,Blood and immune system
H2BFN,Blood and immune system
AC171558.1,Male tissue
HIST1H2AH,Blood and immune system
dJ86C11.1,Blood and immune system
H2A/S,Blood and immune system
H2AFALii,Blood and immune system
AC091980.2,Brain
HIST1H4L,Blood and immune system
H4.k,Blood and immune system
H4/k,Blood and immune system
H4FK,Blood and immune system
CCL16,Liver
CKb12,Liver
HCC-4,Liver
LCC-1,Liver
LEC,Liver
LMC,Liver
Mtn-1,Liver
NCC-4,Liver
SCYA16,Liver
SCYL4,Liver
HIST1H2AK,Blood and immune system
H2A/d,Blood and immune system
H2AFD,Blood and immune system
AC171558.3,Male tissue
HIST1H3I,Blood and immune system
H3.f,Blood and immune system
H3/f,Blood and immune system
H3FF,Blood and immune system
C17orf98,Male tissue
LOC388381,Male tissue
FAM236A,Male tissue
DMRTC1-AS1,Male tissue
LINC00684,Male tissue
HIST1H4G,GI-tract
H4/l,GI-tract
H4FL,GI-tract
HIST1H2BH,Blood and immune system
H2B/j,Blood and immune system
H2BFJ,Blood and immune system
LYZL6,Male tissue
LYC1,Male tissue
PRO1485,Male tissue
TKAL754,Male tissue
RIMBP3,Male tissue
KIAA1666,Male tissue
RIMBP3.1,Male tissue
RIMBP3A,Male tissue
PRSS2,Pancreas
TRY2,Pancreas
TBC1D3F,Male tissue
SPATA31A3,Male tissue
FAM75A3,Male tissue
AC007325.1,Male tissue
SPATA31A7,Male tissue
FAM75A4,Male tissue
FAM75A7,Male tissue
SPATA31A4,Male tissue
UHRF1,Blood and immune system
FLJ21925,Blood and immune system
ICBP90,Blood and immune system
Np95,Blood and immune system
RNF106,Blood and immune system
TDRD22,Blood and immune system
CRYAA2,Kidney
HIST1H4I,Blood and immune system
H4/m,Blood and immune system
H4FM,Blood and immune system
HIST1H2AJ,Blood and immune system
H2A/E,Blood and immune system
H2AFE,Blood and immune system
HIST1H2BB,Blood and immune system
H2B/f,Blood and immune system
H2BFF,Blood and immune system
SPATA31A5,Male tissue
FAM75A5,Male tissue
PADI6,Blood and immune system
HIST1H2AL,Blood and immune system
dJ193B12.9,Blood and immune system
H2A/i,Blood and immune system
H2AFI,Blood and immune system
BX248415.1,Liver
GSTT4,Male tissue
GSTTP1,Male tissue
HS322B1A,Male tissue
HIST1H4E,Blood and immune system
H4/j,Blood and immune system
H4FJ,Blood and immune system
HIST1H2AE,Blood and immune system
H2A.1,Blood and immune system
H2A/a,Blood and immune system
H2AFA,Blood and immune system
HIST1H4D,Blood and immune system
H4/b,Blood and immune system
H4FB,Blood and immune system
HIST1H2BF,Blood and immune system
H2B/g,Blood and immune system
H2BFG,Blood and immune system
GOLGA6L6,Male tissue
FLJ36131,Male tissue
PNMA8C,Brain
AL772284.2,Male tissue
NEFL,Brain
CMT1F,Brain
CMT2E,Brain
NF68,Brain
NFL,Brain
PPP1R110,Brain
BX072566.1,Male tissue
AC007906.2,Female tissue
H2AFB3,Male tissue
H2AFB,Male tissue
HIST1H3F,Blood and immune system
H3/i,Blood and immune system
H3FI,Blood and immune system
GOLGA6L22,Male tissue
FAM230A,Male tissue
DGCR15,Male tissue
OR52E5,Male tissue
TEX28,Male tissue
CXorf2,Male tissue
fTEX,Male tissue
CT45A8,Male tissue
AL358075.4,Male tissue
HIST1H3C,Blood and immune system
H3.1,Blood and immune system
H3/c,Blood and immune system
H3FC,Blood and immune system
CT45A6,Male tissue
CT45-6,Male tissue
CT45.6,Male tissue
HIST1H2AB,Blood and immune system
H2A/m,Blood and immune system
H2AFM,Blood and immune system
C17orf78,GI-tract
FLJ39647,GI-tract
POTEB3,Male tissue
DHRS11,GI-tract
MGC4172,GI-tract
SDR24C1,GI-tract
NR2E3,Eye
PNR,Eye
rd7,Eye
RP37,Eye
HIST1H2BI,Blood and immune system
H2B/k,Blood and immune system
H2BFK,Blood and immune system
AC023491.2,Male tissue
HIST1H4A,Blood and immune system
H4FA,Blood and immune system
AC008162.2,Male tissue
HIST1H2AM,Blood and immune system
H2A/n,Blood and immune system
H2AFN,Blood and immune system
IQCA1L,Male tissue
IQCA1P1,Male tissue
TCAG_9762,Male tissue
OR8D2,Male tissue
PRAMEF18,Blood and immune system
LINC02203,Male tissue
AL365214.3,Male tissue
CYP3A7-CYP3A51P,Liver
TEX13D,Male tissue
TEX13C,Male tissue
AL031777.3,Blood and immune system
KLF18,Male tissue
C13orf46,Male tissue
AL353572.3,Male tissue
CSNKA2IP,Male tissue
SPEM3,Male tissue
AC022167.5,Male tissue
AC021072.1,Eye
BX276092.9,Male tissue
HSFX3,Male tissue
PRSS50,Male tissue
CT20,Male tissue
TSP50,Male tissue
AC233724.15,Male tissue
CPHXL,Male tissue
PMIS2,Male tissue
IFITMD9,Male tissue
AC233724.16,Kidney
SSU72P4,GI-tract
AL451007.3,Male tissue
AC106774.6,Male tissue
AL590132.1,Brain
AC233724.19,Male tissue
AC106774.10,Blood and immune system
OR8B3,Male tissue
AC093762.1,Skin
AC064853.5,Female tissue
OR8B2,Male tissue
AC092442.1,Blood and immune system
TMEM247,Male tissue
AC064853.6,Female tissue
AP003071.5,GI-tract
IGF2,Liver
GCSAML-AS1,Male tissue
AC006518.7,
AC079341.3,Brain
AC104389.5,Female tissue
AC107959.5,Blood and immune system
AL049629.2,Female tissue
AL662820.1,Eye
AC134980.5,Male tissue
AC021097.2,Skin
AL034430.1,Blood and immune system
